Function,Expression,Unit
F01:,"UMN(E1)","V"
F02:,"UMN(E2)","V"
F03:,"UMN(E3)","V"
F04:,"UMN(E4)","V"
F05:,"U(E1,ORT)","V"
F06:,"I(E1,ORT)","A"
F07:,"U(E1,ORT)","V"
F08:,"I(E1,ORT)","A"
F09:,"U(E1,ORT)","V"
F10:,"I(E1,ORT)","A"
F11:,"U(E1,ORT)","V"
F12:,"I(E1,ORT)","A"
F13:,"U(E1,ORT)","V"
F14:,"I(E1,ORT)","A"
F15:,"U(E1,ORT)","V"
F16:,"I(E1,ORT)","A"
F17:,"U(E1,ORT)","V"
F18:,"I(E1,ORT)","A"
F19:,"U(E1,ORT)","V"
F20:,"I(E1,ORT)","A"
"Store No.","Date","Time","Millisecond","U-1-Total","I-1-Total","P-1-Total","S-1-Total","Q-1-Total","PF-1-Total","U-2-Total","FreqU-1-Total","FreqI-1-Total","Uppeak-1-Total","Umpeak-1-Total","Ippeak-1-Total","Impeak-1-Total","CfU-1-Total","CfI-1-Total","U-2-Total","I-2-Total","P-2-Total","S-2-Total","Q-2-Total","PF-2-Total","Phi-2-Total","FreqU-2-Total","FreqI-2-Total"
147,  2022/04/04,12:04:12,353,  129.455 ,   14.235 ,  1.8414E+03,  1.8417E+03, -0.0345E+03,  0.99983 ,  129.417 ,   60.000 ,   59.999 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.417 ,   14.314 ,  1.8512E+03,  1.8514E+03, -0.0286E+03,  0.99988 ,   -0.884 ,   60.000 ,   59.991 
148,  2022/04/04,12:04:12,851,  129.420 ,   14.188 ,  1.8348E+03,  1.8351E+03, -0.0349E+03,  0.99982 ,  129.483 ,   60.000 ,   59.995 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.483 ,   14.264 ,  1.8457E+03,  1.8460E+03, -0.0285E+03,  0.99988 ,   -0.886 ,   60.000 ,   59.999 
149,  2022/04/04,12:04:13,353,  129.424 ,   14.199 ,  1.8363E+03,  1.8366E+03, -0.0360E+03,  0.99981 ,  129.451 ,   60.000 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.451 ,   14.288 ,  1.8483E+03,  1.8485E+03, -0.0284E+03,  0.99988 ,   -0.880 ,   60.001 ,   59.996 
150,  2022/04/04,12:04:13,853,  129.431 ,   14.223 ,  1.8394E+03,  1.8398E+03, -0.0354E+03,  0.99981 ,  129.473 ,   60.001 ,   59.987 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.473 ,   14.325 ,  1.8534E+03,  1.8536E+03, -0.0292E+03,  0.99988 ,   -0.903 ,   60.000 ,   59.991 
151,  2022/04/04,12:04:14,351,  129.422 ,   14.226 ,  1.8397E+03,  1.8401E+03, -0.0348E+03,  0.99982 ,  129.500 ,   60.000 ,   59.991 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.500 ,   14.318 ,  1.8529E+03,  1.8532E+03, -0.0292E+03,  0.99988 ,   -0.902 ,   60.001 ,   60.004 
152,  2022/04/04,12:04:14,853,  129.409 ,   14.198 ,  1.8360E+03,  1.8364E+03, -0.0351E+03,  0.99982 ,  129.516 ,   60.001 ,   59.999 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.516 ,   14.269 ,  1.8468E+03,  1.8470E+03, -0.0263E+03,  0.99990 ,   -0.816 ,   60.001 ,   59.995 
153,  2022/04/04,12:04:15,352,  129.414 ,   14.205 ,  1.8369E+03,  1.8372E+03, -0.0337E+03,  0.99983 ,  129.473 ,   60.001 ,   59.991 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.473 ,   14.336 ,  1.8548E+03,  1.8551E+03, -0.0305E+03,  0.99987 ,   -0.941 ,   60.001 ,   59.995 
154,  2022/04/04,12:04:15,852,  129.447 ,   14.242 ,  1.8422E+03,  1.8426E+03, -0.0371E+03,  0.99980 ,  129.442 ,   60.001 ,   59.991 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.442 ,   14.336 ,  1.8544E+03,  1.8546E+03, -0.0292E+03,  0.99988 ,   -0.902 ,   60.001 ,   60.008 
155,  2022/04/04,12:04:16,353,  129.457 ,   14.266 ,  1.8454E+03,  1.8457E+03, -0.0337E+03,  0.99983 ,  129.422 ,   60.000 ,   59.992 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.422 ,   14.340 ,  1.8546E+03,  1.8548E+03, -0.0289E+03,  0.99988 ,   -0.893 ,   60.000 ,   60.003 
156,  2022/04/04,12:04:16,852,  129.449 ,   14.267 ,  1.8454E+03,  1.8457E+03, -0.0365E+03,  0.99980 ,  129.452 ,   60.000 ,   59.983 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.452 ,   14.332 ,  1.8540E+03,  1.8542E+03, -0.0292E+03,  0.99988 ,   -0.904 ,   60.001 ,   59.987 
157,  2022/04/04,12:04:17,352,  129.403 ,   14.229 ,  1.8398E+03,  1.8401E+03, -0.0358E+03,  0.99981 ,  129.513 ,   60.001 ,   59.999 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.513 ,   14.347 ,  1.8568E+03,  1.8570E+03, -0.0290E+03,  0.99988 ,   -0.895 ,   60.000 ,   59.991 
158,  2022/04/04,12:04:17,851,  129.430 ,   14.235 ,  1.8410E+03,  1.8413E+03, -0.0360E+03,  0.99981 ,  129.466 ,   60.000 ,   59.991 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.466 ,   14.359 ,  1.8577E+03,  1.8579E+03, -0.0297E+03,  0.99987 ,   -0.916 ,   60.000 ,   59.999 
159,  2022/04/04,12:04:18,352,  129.431 ,   14.265 ,  1.8448E+03,  1.8452E+03, -0.0345E+03,  0.99983 ,  129.448 ,   60.001 ,   59.987 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.448 ,   14.373 ,  1.8592E+03,  1.8594E+03, -0.0286E+03,  0.99988 ,   -0.880 ,   60.000 ,   60.003 
160,  2022/04/04,12:04:18,852,  130.024 ,   14.197 ,  1.8446E+03,  1.8449E+03, -0.0356E+03,  0.99981 ,  130.048 ,   60.000 ,   59.991 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.048 ,   14.266 ,  1.8540E+03,  1.8542E+03, -0.0274E+03,  0.99989 ,   -0.845 ,   60.001 ,   60.003 
161,  2022/04/04,12:04:19,354,  129.978 ,   13.641 ,  1.7717E+03,  1.7721E+03, -0.0363E+03,  0.99979 ,  130.079 ,   60.000 ,   59.983 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.079 ,   13.723 ,  1.7837E+03,  1.7840E+03, -0.0280E+03,  0.99988 ,   -0.898 ,   60.001 ,   59.987 
162,  2022/04/04,12:04:19,853,  129.986 ,   13.277 ,  1.7244E+03,  1.7248E+03, -0.0370E+03,  0.99977 ,  130.026 ,   60.000 ,   59.996 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.026 ,   13.337 ,  1.7330E+03,  1.7332E+03, -0.0258E+03,  0.99989 ,   -0.851 ,   60.000 ,   59.982 
163,  2022/04/04,12:04:20,354,  129.997 ,   12.958 ,  1.6830E+03,  1.6834E+03, -0.0335E+03,  0.99980 ,  129.998 ,   60.000 ,   59.983 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.998 ,   13.044 ,  1.6944E+03,  1.6946E+03, -0.0269E+03,  0.99987 ,   -0.910 ,   60.001 ,   59.991 
164,  2022/04/04,12:04:20,852,  130.005 ,   12.663 ,  1.6448E+03,  1.6452E+03, -0.0331E+03,  0.99980 ,  129.999 ,   60.001 ,   59.995 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.999 ,   12.747 ,  1.6558E+03,  1.6560E+03, -0.0266E+03,  0.99987 ,   -0.920 ,   60.000 ,   59.979 
165,  2022/04/04,12:04:21,352,  129.962 ,   12.468 ,  1.6190E+03,  1.6194E+03, -0.0350E+03,  0.99977 ,  130.031 ,   60.000 ,   59.987 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.031 ,   12.552 ,  1.6309E+03,  1.6311E+03, -0.0280E+03,  0.99985 ,   -0.985 ,   60.000 ,   59.983 
166,  2022/04/04,12:04:21,852,  129.989 ,   12.322 ,  1.6003E+03,  1.6007E+03, -0.0321E+03,  0.99980 ,  129.964 ,   60.000 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.964 ,   12.418 ,  1.6126E+03,  1.6128E+03, -0.0265E+03,  0.99987 ,   -0.941 ,   60.001 ,   59.999 
167,  2022/04/04,12:04:22,354,  129.964 ,   12.272 ,  1.5935E+03,  1.5938E+03, -0.0335E+03,  0.99978 ,  130.021 ,   60.000 ,   59.999 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.021 ,   12.365 ,  1.6065E+03,  1.6067E+03, -0.0245E+03,  0.99988 ,   -0.874 ,   60.001 ,   59.995 
168,  2022/04/04,12:04:22,853,  129.975 ,   12.227 ,  1.5879E+03,  1.5882E+03, -0.0309E+03,  0.99981 ,  129.974 ,   60.000 ,   59.995 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.974 ,   12.299 ,  1.5973E+03,  1.5975E+03, -0.0281E+03,  0.99985 ,   -1.007 ,   60.000 ,   59.988 
169,  2022/04/04,12:04:23,352,  129.953 ,   12.177 ,  1.5810E+03,  1.5814E+03, -0.0347E+03,  0.99976 ,  130.028 ,   60.001 ,   59.987 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.028 ,   12.266 ,  1.5937E+03,  1.5939E+03, -0.0250E+03,  0.99988 ,   -0.897 ,   60.000 ,   59.995 
170,  2022/04/04,12:04:23,853,  129.979 ,   12.142 ,  1.5769E+03,  1.5773E+03, -0.0349E+03,  0.99976 ,  129.978 ,   60.001 ,   59.988 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.978 ,   12.200 ,  1.5845E+03,  1.5847E+03, -0.0243E+03,  0.99988 ,   -0.880 ,   60.000 ,   59.995 
171,  2022/04/04,12:04:24,353,  129.982 ,   12.083 ,  1.5693E+03,  1.5696E+03, -0.0329E+03,  0.99978 ,  129.955 ,   60.000 ,   59.995 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.955 ,   12.147 ,  1.5773E+03,  1.5775E+03, -0.0256E+03,  0.99987 ,   -0.929 ,   59.999 ,   59.999 
172,  2022/04/04,12:04:24,853,  129.974 ,   12.027 ,  1.5617E+03,  1.5621E+03, -0.0339E+03,  0.99976 ,  129.967 ,   60.000 ,   60.008 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.967 ,   12.102 ,  1.5716E+03,  1.5719E+03, -0.0256E+03,  0.99987 ,   -0.935 ,   60.000 ,   60.008 
173,  2022/04/04,12:04:25,354,  129.966 ,   12.007 ,  1.5592E+03,  1.5595E+03, -0.0319E+03,  0.99979 ,  130.017 ,   60.000 ,   59.991 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.017 ,   12.083 ,  1.5698E+03,  1.5700E+03, -0.0263E+03,  0.99986 ,   -0.961 ,   59.999 ,   59.995 
174,  2022/04/04,12:04:25,853,  129.935 ,   11.948 ,  1.5511E+03,  1.5515E+03, -0.0315E+03,  0.99979 ,  130.049 ,   60.002 ,   59.996 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.049 ,   12.027 ,  1.5628E+03,  1.5631E+03, -0.0272E+03,  0.99985 ,   -0.998 ,   60.000 ,   60.003 
175,  2022/04/04,12:04:26,352,  129.973 ,   11.936 ,  1.5500E+03,  1.5503E+03, -0.0329E+03,  0.99977 ,  129.969 ,   60.001 ,   59.995 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.969 ,   12.024 ,  1.5615E+03,  1.5617E+03, -0.0256E+03,  0.99987 ,   -0.938 ,   59.999 ,   59.988 
176,  2022/04/04,12:04:26,852,  129.982 ,   11.915 ,  1.5473E+03,  1.5477E+03, -0.0336E+03,  0.99976 ,  129.967 ,   60.000 ,   59.999 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.967 ,   12.016 ,  1.5604E+03,  1.5606E+03, -0.0282E+03,  0.99984 ,   -1.036 ,   60.000 ,   59.996 
177,  2022/04/04,12:04:27,352,  129.968 ,   11.895 ,  1.5445E+03,  1.5449E+03, -0.0313E+03,  0.99979 ,  129.997 ,   60.001 ,   59.995 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.997 ,   11.956 ,  1.5530E+03,  1.5532E+03, -0.0270E+03,  0.99985 ,   -0.996 ,   60.000 ,   59.996 
178,  2022/04/04,12:04:27,851,  129.929 ,   11.917 ,  1.5470E+03,  1.5473E+03, -0.0320E+03,  0.99979 ,  130.034 ,   60.001 ,   59.991 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.034 ,   11.983 ,  1.5570E+03,  1.5572E+03, -0.0265E+03,  0.99986 ,   -0.973 ,   60.000 ,   59.999 
179,  2022/04/04,12:04:28,354,  129.964 ,   11.954 ,  1.5523E+03,  1.5526E+03, -0.0338E+03,  0.99976 ,  129.975 ,   60.000 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.975 ,   12.028 ,  1.5621E+03,  1.5623E+03, -0.0261E+03,  0.99986 ,   -0.956 ,   60.001 ,   59.990 
180,  2022/04/04,12:04:28,852,  129.974 ,   11.941 ,  1.5507E+03,  1.5511E+03, -0.0355E+03,  0.99974 ,  129.972 ,   60.000 ,   59.995 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.972 ,   12.041 ,  1.5638E+03,  1.5640E+03, -0.0269E+03,  0.99985 ,   -0.985 ,   60.000 ,   59.999 
181,  2022/04/04,12:04:29,353,  129.971 ,   11.945 ,  1.5512E+03,  1.5515E+03, -0.0311E+03,  0.99980 ,  130.009 ,   60.001 ,   59.982 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.009 ,   12.017 ,  1.5610E+03,  1.5612E+03, -0.0263E+03,  0.99986 ,   -0.967 ,   60.000 ,   59.999 
182,  2022/04/04,12:04:29,853,  129.976 ,   11.917 ,  1.5476E+03,  1.5479E+03, -0.0314E+03,  0.99979 ,  129.972 ,   60.002 ,   59.996 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.972 ,   12.005 ,  1.5590E+03,  1.5593E+03, -0.0256E+03,  0.99986 ,   -0.942 ,   60.000 ,   59.991 
183,  2022/04/04,12:04:30,352,  129.957 ,   11.925 ,  1.5483E+03,  1.5487E+03, -0.0333E+03,  0.99977 ,  130.035 ,   60.000 ,   59.995 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.035 ,   11.998 ,  1.5589E+03,  1.5592E+03, -0.0263E+03,  0.99986 ,   -0.968 ,   60.001 ,   59.996 
184,  2022/04/04,12:04:30,852,  129.963 ,   11.960 ,  1.5530E+03,  1.5533E+03, -0.0317E+03,  0.99979 ,  129.993 ,   60.000 ,   59.995 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.993 ,   12.040 ,  1.5638E+03,  1.5640E+03, -0.0268E+03,  0.99985 ,   -0.984 ,   60.002 ,   59.999 
185,  2022/04/04,12:04:31,352,  129.955 ,   11.965 ,  1.5534E+03,  1.5538E+03, -0.0345E+03,  0.99975 ,  130.031 ,   60.000 ,   59.987 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.031 ,   12.037 ,  1.5639E+03,  1.5642E+03, -0.0265E+03,  0.99986 ,   -0.972 ,   60.000 ,   59.995 
186,  2022/04/04,12:04:31,852,  129.946 ,   11.928 ,  1.5486E+03,  1.5490E+03, -0.0337E+03,  0.99976 ,  130.018 ,   60.001 ,   59.988 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.018 ,   12.024 ,  1.5621E+03,  1.5623E+03, -0.0254E+03,  0.99987 ,   -0.932 ,   60.000 ,   59.987 
187,  2022/04/04,12:04:32,353,  129.989 ,   11.922 ,  1.5484E+03,  1.5487E+03, -0.0317E+03,  0.99979 ,  129.959 ,   59.999 ,   59.996 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.959 ,   12.003 ,  1.5585E+03,  1.5588E+03, -0.0272E+03,  0.99985 ,   -1.001 ,   60.001 ,   59.992 
188,  2022/04/04,12:04:32,851,  129.961 ,   11.864 ,  1.5404E+03,  1.5408E+03, -0.0328E+03,  0.99977 ,  130.020 ,   60.001 ,   59.999 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.020 ,   11.941 ,  1.5513E+03,  1.5515E+03, -0.0238E+03,  0.99988 ,   -0.877 ,   60.000 ,   59.991 
189,  2022/04/04,12:04:33,352,  129.954 ,   11.893 ,  1.5442E+03,  1.5445E+03, -0.0327E+03,  0.99978 ,  129.993 ,   60.000 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.993 ,   11.965 ,  1.5542E+03,  1.5544E+03, -0.0260E+03,  0.99986 ,   -0.958 ,   60.000 ,   59.987 
190,  2022/04/04,12:04:33,852,  129.954 ,   11.939 ,  1.5501E+03,  1.5504E+03, -0.0307E+03,  0.99980 ,  130.027 ,   60.000 ,   59.987 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.027 ,   12.035 ,  1.5635E+03,  1.5637E+03, -0.0294E+03,  0.99982 ,   -1.076 ,   60.000 ,   59.992 
191,  2022/04/04,12:04:34,352,  129.952 ,   11.950 ,  1.5516E+03,  1.5519E+03, -0.0326E+03,  0.99978 ,  130.038 ,   60.000 ,   59.995 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.038 ,   12.026 ,  1.5625E+03,  1.5627E+03, -0.0280E+03,  0.99984 ,   -1.026 ,   60.000 ,   59.996 
192,  2022/04/04,12:04:34,853,  129.950 ,   12.000 ,  1.5579E+03,  1.5583E+03, -0.0335E+03,  0.99977 ,  129.997 ,   60.000 ,   59.983 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.997 ,   12.077 ,  1.5687E+03,  1.5689E+03, -0.0264E+03,  0.99986 ,   -0.966 ,   59.999 ,   59.999 
193,  2022/04/04,12:04:35,352,  129.981 ,   12.028 ,  1.5619E+03,  1.5622E+03, -0.0342E+03,  0.99976 ,  129.982 ,   60.000 ,   59.987 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.982 ,   12.098 ,  1.5713E+03,  1.5715E+03, -0.0254E+03,  0.99987 ,   -0.926 ,   60.000 ,   59.991 
194,  2022/04/04,12:04:35,852,  129.961 ,   12.022 ,  1.5610E+03,  1.5613E+03, -0.0319E+03,  0.99979 ,  129.998 ,   60.000 ,   59.996 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.998 ,   12.097 ,  1.5713E+03,  1.5715E+03, -0.0250E+03,  0.99987 ,   -0.910 ,   60.000 ,   59.995 
195,  2022/04/04,12:04:36,353,  129.995 ,   12.029 ,  1.5624E+03,  1.5627E+03, -0.0323E+03,  0.99979 ,  129.961 ,   60.001 ,   59.995 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.961 ,   12.098 ,  1.5710E+03,  1.5712E+03, -0.0263E+03,  0.99986 ,   -0.959 ,   59.999 ,   59.983 
196,  2022/04/04,12:04:36,852,  129.976 ,   11.996 ,  1.5578E+03,  1.5582E+03, -0.0323E+03,  0.99979 ,  130.007 ,   60.000 ,   59.991 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.007 ,   12.074 ,  1.5684E+03,  1.5686E+03, -0.0286E+03,  0.99983 ,   -1.043 ,   59.999 ,   59.995 
197,  2022/04/04,12:04:37,353,  129.954 ,   12.013 ,  1.5598E+03,  1.5601E+03, -0.0331E+03,  0.99977 ,  130.013 ,   59.999 ,   59.983 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.013 ,   12.089 ,  1.5705E+03,  1.5707E+03, -0.0274E+03,  0.99985 ,   -0.998 ,   60.001 ,   59.987 
198,  2022/04/04,12:04:37,853,  129.960 ,   11.992 ,  1.5571E+03,  1.5575E+03, -0.0324E+03,  0.99978 ,  129.994 ,   60.001 ,   59.995 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.994 ,   12.065 ,  1.5671E+03,  1.5673E+03, -0.0269E+03,  0.99985 ,   -0.985 ,   60.000 ,   59.991 
199,  2022/04/04,12:04:38,352,  129.970 ,   11.954 ,  1.5522E+03,  1.5526E+03, -0.0340E+03,  0.99976 ,  129.993 ,   60.000 ,   59.983 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.993 ,   12.032 ,  1.5629E+03,  1.5631E+03, -0.0251E+03,  0.99987 ,   -0.922 ,   59.999 ,   59.995 
200,  2022/04/04,12:04:38,854,  130.537 ,   11.820 ,  1.5416E+03,  1.5419E+03, -0.0321E+03,  0.99978 ,  130.610 ,   60.000 ,   59.995 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.610 ,   11.911 ,  1.5544E+03,  1.5546E+03, -0.0267E+03,  0.99985 ,   -0.984 ,   60.000 ,   59.979 
201,  2022/04/04,12:04:39,352,  130.513 ,   11.299 ,  1.4733E+03,  1.4737E+03, -0.0314E+03,  0.99977 ,  130.621 ,   60.000 ,   59.987 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.621 ,   11.376 ,  1.4847E+03,  1.4849E+03, -0.0257E+03,  0.99985 ,   -0.991 ,   60.001 ,   59.991 
202,  2022/04/04,12:04:39,853,  130.528 ,   10.904 ,  1.4219E+03,  1.4223E+03, -0.0309E+03,  0.99976 ,  130.552 ,   60.001 ,   59.990 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.552 ,   10.975 ,  1.4315E+03,  1.4317E+03, -0.0241E+03,  0.99986 ,   -0.964 ,   60.000 ,   59.979 
203,  2022/04/04,12:04:40,352,  130.542 ,   10.615 ,  1.3843E+03,  1.3847E+03, -0.0304E+03,  0.99976 ,  130.542 ,   60.001 ,   59.991 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.542 ,   10.693 ,  1.3945E+03,  1.3948E+03, -0.0242E+03,  0.99985 ,   -0.995 ,   60.001 ,   59.983 
204,  2022/04/04,12:04:40,852,  130.496 ,   10.370 ,  1.3520E+03,  1.3523E+03, -0.0298E+03,  0.99976 ,  130.597 ,   60.000 ,   59.987 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.597 ,   10.447 ,  1.3630E+03,  1.3633E+03, -0.0256E+03,  0.99982 ,   -1.077 ,   59.999 ,   59.982 
205,  2022/04/04,12:04:41,352,  130.501 ,   10.199 ,  1.3295E+03,  1.3299E+03, -0.0310E+03,  0.99973 ,  130.543 ,   60.001 ,   59.991 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.543 ,   10.290 ,  1.3420E+03,  1.3422E+03, -0.0258E+03,  0.99982 ,   -1.101 ,   60.000 ,   59.987 
206,  2022/04/04,12:04:41,852,  130.530 ,   10.086 ,  1.3151E+03,  1.3154E+03, -0.0314E+03,  0.99971 ,  130.527 ,   60.001 ,   59.974 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.527 ,   10.163 ,  1.3252E+03,  1.3254E+03, -0.0226E+03,  0.99986 ,   -0.975 ,   60.000 ,   59.979 
207,  2022/04/04,12:04:42,352,  130.497 ,    9.958 ,  1.2981E+03,  1.2984E+03, -0.0289E+03,  0.99975 ,  130.530 ,   60.001 ,   59.996 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.530 ,   10.036 ,  1.3086E+03,  1.3089E+03, -0.0244E+03,  0.99983 ,   -1.070 ,   60.000 ,   59.992 
208,  2022/04/04,12:04:42,853,  130.518 ,    9.938 ,  1.2956E+03,  1.2960E+03, -0.0294E+03,  0.99974 ,  130.508 ,   60.000 ,   59.995 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.508 ,   10.001 ,  1.3039E+03,  1.3042E+03, -0.0254E+03,  0.99981 ,   -1.116 ,   60.000 ,   59.974 
209,  2022/04/04,12:04:43,353,  130.484 ,    9.875 ,  1.2871E+03,  1.2874E+03, -0.0299E+03,  0.99973 ,  130.571 ,   60.000 ,   59.982 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.571 ,    9.932 ,  1.2956E+03,  1.2958E+03, -0.0237E+03,  0.99983 ,   -1.047 ,   60.000 ,   59.987 
210,  2022/04/04,12:04:43,852,  130.495 ,    9.815 ,  1.2795E+03,  1.2798E+03, -0.0286E+03,  0.99975 ,  130.566 ,   60.001 ,   59.999 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.566 ,    9.889 ,  1.2898E+03,  1.2900E+03, -0.0249E+03,  0.99981 ,   -1.105 ,   60.000 ,   59.980 
211,  2022/04/04,12:04:44,352,  130.507 ,    9.745 ,  1.2703E+03,  1.2707E+03, -0.0315E+03,  0.99969 ,  130.540 ,   60.001 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.540 ,    9.854 ,  1.2850E+03,  1.2853E+03, -0.0245E+03,  0.99982 ,   -1.094 ,   59.998 ,   59.979 
212,  2022/04/04,12:04:44,852,  130.518 ,    9.780 ,  1.2749E+03,  1.2753E+03, -0.0315E+03,  0.99969 ,  130.528 ,   60.001 ,   59.983 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.528 ,    9.841 ,  1.2832E+03,  1.2834E+03, -0.0248E+03,  0.99981 ,   -1.108 ,   60.000 ,   59.991 
213,  2022/04/04,12:04:45,351,  130.474 ,    9.736 ,  1.2689E+03,  1.2692E+03, -0.0295E+03,  0.99973 ,  130.568 ,   60.000 ,   59.995 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.568 ,    9.802 ,  1.2785E+03,  1.2788E+03, -0.0247E+03,  0.99981 ,   -1.108 ,   59.999 ,   59.990 
214,  2022/04/04,12:04:45,851,  130.515 ,    9.749 ,  1.2710E+03,  1.2714E+03, -0.0302E+03,  0.99972 ,  130.522 ,   60.001 ,   59.983 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.522 ,    9.817 ,  1.2800E+03,  1.2802E+03, -0.0233E+03,  0.99984 ,   -1.041 ,   59.999 ,   59.991 
215,  2022/04/04,12:04:46,352,  130.534 ,    9.730 ,  1.2687E+03,  1.2690E+03, -0.0308E+03,  0.99971 ,  130.494 ,   60.000 ,   59.983 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.494 ,    9.805 ,  1.2783E+03,  1.2785E+03, -0.0248E+03,  0.99981 ,   -1.112 ,   60.000 ,   59.987 
216,  2022/04/04,12:04:46,852,  130.513 ,    9.686 ,  1.2627E+03,  1.2630E+03, -0.0304E+03,  0.99971 ,  130.517 ,   60.001 ,   59.991 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.517 ,    9.769 ,  1.2737E+03,  1.2739E+03, -0.0256E+03,  0.99980 ,   -1.151 ,   60.000 ,   59.987 
217,  2022/04/04,12:04:47,351,  130.483 ,    9.701 ,  1.2645E+03,  1.2648E+03, -0.0290E+03,  0.99974 ,  130.573 ,   60.001 ,   59.982 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.573 ,    9.781 ,  1.2758E+03,  1.2760E+03, -0.0231E+03,  0.99984 ,   -1.036 ,   59.999 ,   59.999 
218,  2022/04/04,12:04:47,851,  130.471 ,    9.731 ,  1.2681E+03,  1.2685E+03, -0.0324E+03,  0.99967 ,  130.571 ,   60.001 ,   59.999 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.571 ,    9.816 ,  1.2804E+03,  1.2806E+03, -0.0242E+03,  0.99982 ,   -1.084 ,   59.999 ,   59.987 
219,  2022/04/04,12:04:48,352,  130.482 ,    9.764 ,  1.2726E+03,  1.2729E+03, -0.0294E+03,  0.99973 ,  130.573 ,   60.000 ,   59.983 ,NAN,NAN,NAN,NAN,NAN,NAN,  130.573 ,    9.856 ,  1.2855E+03,  1.2858E+03, -0.0262E+03,  0.99979 ,   -1.166 ,   60.000 ,   59.991 
