Function,Expression,Unit
F01:,"UMN(E1)","V"
F02:,"UMN(E2)","V"
F03:,"UMN(E3)","V"
F04:,"UMN(E4)","V"
F05:,"U(E1,ORT)","V"
F06:,"I(E1,ORT)","A"
F07:,"U(E1,ORT)","V"
F08:,"I(E1,ORT)","A"
F09:,"U(E1,ORT)","V"
F10:,"I(E1,ORT)","A"
F11:,"U(E1,ORT)","V"
F12:,"I(E1,ORT)","A"
F13:,"U(E1,ORT)","V"
F14:,"I(E1,ORT)","A"
F15:,"U(E1,ORT)","V"
F16:,"I(E1,ORT)","A"
F17:,"U(E1,ORT)","V"
F18:,"I(E1,ORT)","A"
F19:,"U(E1,ORT)","V"
F20:,"I(E1,ORT)","A"
"Store No.","Date","Time","Millisecond","U-1-Total","I-1-Total","P-1-Total","S-1-Total","Q-1-Total","PF-1-Total","U-2-Total","FreqU-1-Total","FreqI-1-Total","Uppeak-1-Total","Umpeak-1-Total","Ippeak-1-Total","Impeak-1-Total","CfU-1-Total","CfI-1-Total","U-2-Total","I-2-Total","P-2-Total","S-2-Total","Q-2-Total","PF-2-Total","Phi-2-Total","FreqU-2-Total","FreqI-2-Total"
441,  2022/04/04,12:06:40,292,  129.419 ,   13.481 ,  1.7433E+03,  1.7436E+03, -0.0338E+03,  0.99981 ,  129.449 ,   60.001 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.449 ,   13.564 ,  1.7546E+03,  1.7548E+03, -0.0281E+03,  0.99987 ,   -0.916 ,   60.002 ,   60.008 
442,  2022/04/04,12:06:40,792,  129.393 ,   13.687 ,  1.7696E+03,  1.7699E+03, -0.0335E+03,  0.99982 ,  129.484 ,   60.001 ,   60.009 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.484 ,   13.794 ,  1.7849E+03,  1.7851E+03, -0.0265E+03,  0.99989 ,   -0.852 ,   60.002 ,   60.011 
443,  2022/04/04,12:06:41,292,  129.423 ,   13.850 ,  1.7912E+03,  1.7915E+03, -0.0350E+03,  0.99981 ,  129.463 ,   60.001 ,   60.016 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.463 ,   13.927 ,  1.8018E+03,  1.8020E+03, -0.0285E+03,  0.99988 ,   -0.905 ,   60.002 ,   60.008 
444,  2022/04/04,12:06:41,792,  129.400 ,   13.982 ,  1.8079E+03,  1.8083E+03, -0.0346E+03,  0.99982 ,  129.502 ,   60.002 ,   60.008 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.502 ,   14.045 ,  1.8176E+03,  1.8178E+03, -0.0300E+03,  0.99986 ,   -0.946 ,   60.001 ,   60.012 
445,  2022/04/04,12:06:42,292,  129.443 ,   14.084 ,  1.8217E+03,  1.8221E+03, -0.0365E+03,  0.99980 ,  129.442 ,   60.001 ,   60.012 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.442 ,   14.187 ,  1.8352E+03,  1.8354E+03, -0.0295E+03,  0.99987 ,   -0.922 ,   60.002 ,   60.004 
446,  2022/04/04,12:06:42,791,  129.433 ,   14.114 ,  1.8254E+03,  1.8258E+03, -0.0349E+03,  0.99982 ,  129.495 ,   60.001 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.495 ,   14.221 ,  1.8403E+03,  1.8405E+03, -0.0281E+03,  0.99988 ,   -0.875 ,   60.001 ,   59.995 
447,  2022/04/04,12:06:43,291,  129.449 ,   14.147 ,  1.8299E+03,  1.8302E+03, -0.0359E+03,  0.99981 ,  129.460 ,   60.002 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.460 ,   14.222 ,  1.8398E+03,  1.8400E+03, -0.0268E+03,  0.99989 ,   -0.834 ,   60.002 ,   60.004 
448,  2022/04/04,12:06:43,792,  129.433 ,   14.181 ,  1.8340E+03,  1.8343E+03, -0.0346E+03,  0.99982 ,  129.488 ,   60.001 ,   60.008 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.488 ,   14.265 ,  1.8459E+03,  1.8461E+03, -0.0290E+03,  0.99988 ,   -0.900 ,   60.001 ,   60.008 
449,  2022/04/04,12:06:44,291,  129.413 ,   14.191 ,  1.8352E+03,  1.8355E+03, -0.0352E+03,  0.99982 ,  129.495 ,   60.001 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.495 ,   14.309 ,  1.8516E+03,  1.8518E+03, -0.0280E+03,  0.99989 ,   -0.866 ,   60.001 ,   60.007 
450,  2022/04/04,12:06:44,791,  129.464 ,   14.234 ,  1.8413E+03,  1.8417E+03, -0.0362E+03,  0.99981 ,  129.432 ,   60.002 ,   60.008 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.432 ,   14.311 ,  1.8510E+03,  1.8512E+03, -0.0281E+03,  0.99988 ,   -0.870 ,   60.002 ,   60.001 
451,  2022/04/04,12:06:45,292,  129.457 ,   14.270 ,  1.8459E+03,  1.8462E+03, -0.0352E+03,  0.99982 ,  129.422 ,   60.000 ,   60.012 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.422 ,   14.345 ,  1.8553E+03,  1.8556E+03, -0.0285E+03,  0.99988 ,   -0.881 ,   60.001 ,   60.008 
452,  2022/04/04,12:06:45,790,  129.445 ,   14.271 ,  1.8459E+03,  1.8462E+03, -0.0352E+03,  0.99982 ,  129.451 ,   60.002 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.451 ,   14.357 ,  1.8572E+03,  1.8574E+03, -0.0294E+03,  0.99987 ,   -0.908 ,   60.002 ,   60.007 
453,  2022/04/04,12:06:46,291,  129.426 ,   14.289 ,  1.8478E+03,  1.8482E+03, -0.0380E+03,  0.99979 ,  129.515 ,   60.001 ,   60.007 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.515 ,   14.363 ,  1.8589E+03,  1.8592E+03, -0.0291E+03,  0.99988 ,   -0.898 ,   60.002 ,   60.008 
454,  2022/04/04,12:06:46,791,  129.405 ,   14.296 ,  1.8485E+03,  1.8488E+03, -0.0354E+03,  0.99982 ,  129.506 ,   60.001 ,   60.008 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.506 ,   14.396 ,  1.8631E+03,  1.8633E+03, -0.0284E+03,  0.99988 ,   -0.873 ,   60.001 ,   60.007 
455,  2022/04/04,12:06:47,291,  129.468 ,   14.313 ,  1.8516E+03,  1.8520E+03, -0.0362E+03,  0.99981 ,  129.432 ,   60.002 ,   60.012 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.432 ,   14.385 ,  1.8606E+03,  1.8609E+03, -0.0293E+03,  0.99988 ,   -0.902 ,   60.002 ,   60.015 
456,  2022/04/04,12:06:47,791,  129.422 ,   14.284 ,  1.8473E+03,  1.8476E+03, -0.0333E+03,  0.99984 ,  129.493 ,   60.001 ,   59.999 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.493 ,   14.377 ,  1.8604E+03,  1.8607E+03, -0.0280E+03,  0.99989 ,   -0.862 ,   60.001 ,   60.003 
457,  2022/04/04,12:06:48,292,  129.432 ,   14.285 ,  1.8475E+03,  1.8478E+03, -0.0348E+03,  0.99982 ,  129.462 ,   60.002 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.462 ,   14.381 ,  1.8605E+03,  1.8608E+03, -0.0297E+03,  0.99987 ,   -0.914 ,   60.001 ,   60.009 
458,  2022/04/04,12:06:48,791,  129.451 ,   14.262 ,  1.8448E+03,  1.8452E+03, -0.0364E+03,  0.99981 ,  129.446 ,   60.000 ,   60.000 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.446 ,   14.336 ,  1.8545E+03,  1.8547E+03, -0.0302E+03,  0.99987 ,   -0.932 ,   60.003 ,   60.011 
459,  2022/04/04,12:06:49,291,  129.420 ,   14.224 ,  1.8395E+03,  1.8399E+03, -0.0353E+03,  0.99982 ,  129.507 ,   60.001 ,   60.016 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.507 ,   14.326 ,  1.8540E+03,  1.8542E+03, -0.0272E+03,  0.99989 ,   -0.841 ,   60.002 ,   60.004 
460,  2022/04/04,12:06:49,791,  129.452 ,   14.268 ,  1.8456E+03,  1.8459E+03, -0.0353E+03,  0.99982 ,  129.449 ,   60.002 ,   60.016 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.449 ,   14.367 ,  1.8585E+03,  1.8587E+03, -0.0292E+03,  0.99988 ,   -0.899 ,   60.002 ,   60.007 
461,  2022/04/04,12:06:50,292,  129.438 ,   14.275 ,  1.8463E+03,  1.8467E+03, -0.0358E+03,  0.99981 ,  129.485 ,   60.001 ,   60.008 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.485 ,   14.350 ,  1.8569E+03,  1.8571E+03, -0.0279E+03,  0.99989 ,   -0.860 ,   60.003 ,   60.007 
462,  2022/04/04,12:06:50,790,  129.414 ,   14.273 ,  1.8457E+03,  1.8461E+03, -0.0372E+03,  0.99980 ,  129.480 ,   60.002 ,   60.012 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.480 ,   14.366 ,  1.8589E+03,  1.8591E+03, -0.0275E+03,  0.99989 ,   -0.846 ,   60.002 ,   60.012 
463,  2022/04/04,12:06:51,292,  129.456 ,   14.330 ,  1.8537E+03,  1.8541E+03, -0.0369E+03,  0.99980 ,  129.461 ,   60.000 ,   60.008 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.461 ,   14.427 ,  1.8664E+03,  1.8666E+03, -0.0291E+03,  0.99988 ,   -0.893 ,   60.002 ,   60.007 
464,  2022/04/04,12:06:51,791,  129.429 ,   14.341 ,  1.8547E+03,  1.8551E+03, -0.0359E+03,  0.99981 ,  129.507 ,   60.001 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.507 ,   14.431 ,  1.8676E+03,  1.8678E+03, -0.0283E+03,  0.99988 ,   -0.869 ,   60.001 ,   59.996 
465,  2022/04/04,12:06:52,291,  129.431 ,   14.335 ,  1.8539E+03,  1.8542E+03, -0.0357E+03,  0.99982 ,  129.477 ,   60.002 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.477 ,   14.426 ,  1.8666E+03,  1.8668E+03, -0.0277E+03,  0.99989 ,   -0.851 ,   60.001 ,   60.004 
466,  2022/04/04,12:06:52,791,  129.457 ,   14.339 ,  1.8549E+03,  1.8552E+03, -0.0362E+03,  0.99981 ,  129.442 ,   60.001 ,   60.016 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.442 ,   14.408 ,  1.8638E+03,  1.8641E+03, -0.0283E+03,  0.99988 ,   -0.870 ,   60.002 ,   60.012 
467,  2022/04/04,12:06:53,291,  129.473 ,   14.344 ,  1.8556E+03,  1.8560E+03, -0.0357E+03,  0.99981 ,  129.444 ,   60.002 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.444 ,   14.433 ,  1.8669E+03,  1.8672E+03, -0.0294E+03,  0.99988 ,   -0.901 ,   60.001 ,   60.004 
468,  2022/04/04,12:06:53,791,  129.431 ,   14.301 ,  1.8496E+03,  1.8499E+03, -0.0342E+03,  0.99983 ,  129.510 ,   60.000 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.510 ,   14.385 ,  1.8618E+03,  1.8620E+03, -0.0295E+03,  0.99987 ,   -0.909 ,   60.002 ,   59.999 
469,  2022/04/04,12:06:54,291,  129.410 ,   14.287 ,  1.8474E+03,  1.8478E+03, -0.0367E+03,  0.99980 ,  129.522 ,   60.001 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.522 ,   14.389 ,  1.8624E+03,  1.8627E+03, -0.0286E+03,  0.99988 ,   -0.879 ,   60.002 ,   60.012 
470,  2022/04/04,12:06:54,791,  129.410 ,   14.296 ,  1.8487E+03,  1.8491E+03, -0.0361E+03,  0.99981 ,  129.528 ,   60.002 ,   60.011 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.528 ,   14.398 ,  1.8637E+03,  1.8639E+03, -0.0301E+03,  0.99987 ,   -0.925 ,   60.002 ,   60.004 
471,  2022/04/04,12:06:55,291,  129.416 ,   14.302 ,  1.8495E+03,  1.8498E+03, -0.0346E+03,  0.99983 ,  129.492 ,   60.000 ,   60.005 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.492 ,   14.397 ,  1.8631E+03,  1.8633E+03, -0.0291E+03,  0.99988 ,   -0.894 ,   60.002 ,   60.012 
472,  2022/04/04,12:06:55,791,  129.467 ,   14.331 ,  1.8539E+03,  1.8543E+03, -0.0374E+03,  0.99980 ,  129.441 ,   60.002 ,   60.008 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.441 ,   14.399 ,  1.8626E+03,  1.8629E+03, -0.0298E+03,  0.99987 ,   -0.918 ,   60.002 ,   59.996 
473,  2022/04/04,12:06:56,291,  129.419 ,   14.314 ,  1.8510E+03,  1.8513E+03, -0.0361E+03,  0.99981 ,  129.495 ,   60.001 ,   60.020 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.495 ,   14.403 ,  1.8639E+03,  1.8641E+03, -0.0272E+03,  0.99989 ,   -0.837 ,   60.002 ,   60.012 
474,  2022/04/04,12:06:56,791,  129.427 ,   14.358 ,  1.8570E+03,  1.8573E+03, -0.0347E+03,  0.99983 ,  129.459 ,   60.001 ,   60.001 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.459 ,   14.436 ,  1.8676E+03,  1.8678E+03, -0.0267E+03,  0.99990 ,   -0.820 ,   60.002 ,   60.011 
475,  2022/04/04,12:06:57,291,  129.422 ,   14.380 ,  1.8597E+03,  1.8601E+03, -0.0354E+03,  0.99982 ,  129.477 ,   60.002 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.477 ,   14.483 ,  1.8739E+03,  1.8741E+03, -0.0290E+03,  0.99988 ,   -0.886 ,   60.002 ,   59.999 
476,  2022/04/04,12:06:57,791,  129.453 ,   14.383 ,  1.8605E+03,  1.8609E+03, -0.0369E+03,  0.99980 ,  129.435 ,   60.000 ,   60.011 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.435 ,   14.463 ,  1.8708E+03,  1.8710E+03, -0.0277E+03,  0.99989 ,   -0.848 ,   60.002 ,   60.008 
477,  2022/04/04,12:06:58,292,  129.436 ,   14.395 ,  1.8618E+03,  1.8622E+03, -0.0356E+03,  0.99982 ,  129.456 ,   60.001 ,   60.008 ,NAN,NAN,NAN,NAN,NAN,NAN,  129.456 ,   14.486 ,  1.8740E+03,  1.8742E+03, -0.0286E+03,  0.99988 ,   -0.873 ,   60.001 ,   60.008 
478,  2022/04/04,12:06:58,791,  125.858 ,   14.918 ,  1.8762E+03,  1.8765E+03, -0.0340E+03,  0.99984 ,  125.886 ,   60.002 ,   60.024 ,NAN,NAN,NAN,NAN,NAN,NAN,  125.886 ,   15.019 ,  1.8895E+03,  1.8897E+03, -0.0269E+03,  0.99990 ,   -0.816 ,   60.001 ,   60.020 
479,  2022/04/04,12:06:59,292,  125.942 ,   16.902 ,  2.1273E+03,  2.1276E+03, -0.0371E+03,  0.99985 ,  125.949 ,   59.999 ,   60.012 ,NAN,NAN,NAN,NAN,NAN,NAN,  125.949 ,   17.017 ,  2.1420E+03,  2.1422E+03, -0.0307E+03,  0.99990 ,   -0.822 ,   59.999 ,   60.020 
480,  2022/04/04,12:06:59,793,  125.922 ,   18.559 ,  2.3338E+03,  2.3342E+03, -0.0384E+03,  0.99986 ,  126.032 ,   60.001 ,   60.011 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.032 ,   18.664 ,  2.3496E+03,  2.3499E+03, -0.0334E+03,  0.99990 ,   -0.813 ,   60.002 ,   60.015 
481,  2022/04/04,12:07:00,291,  125.999 ,   19.742 ,  2.4843E+03,  2.4846E+03, -0.0411E+03,  0.99986 ,  126.026 ,   60.002 ,   60.012 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.026 ,   19.831 ,  2.4964E+03,  2.4966E+03, -0.0332E+03,  0.99991 ,   -0.762 ,   60.002 ,   60.008 
482,  2022/04/04,12:07:00,791,  126.000 ,   19.818 ,  2.4939E+03,  2.4943E+03, -0.0429E+03,  0.99985 ,  126.040 ,   60.002 ,   60.000 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.040 ,   19.934 ,  2.5097E+03,  2.5099E+03, -0.0333E+03,  0.99991 ,   -0.760 ,   60.003 ,   60.004 
483,  2022/04/04,12:07:01,291,  125.957 ,   19.824 ,  2.4938E+03,  2.4941E+03, -0.0407E+03,  0.99987 ,  126.073 ,   60.002 ,   60.007 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.073 ,   19.920 ,  2.5086E+03,  2.5088E+03, -0.0313E+03,  0.99992 ,   -0.715 ,   60.002 ,   60.004 
484,  2022/04/04,12:07:01,790,  125.991 ,   19.848 ,  2.4974E+03,  2.4977E+03, -0.0389E+03,  0.99988 ,  126.023 ,   60.002 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.023 ,   19.934 ,  2.5094E+03,  2.5096E+03, -0.0343E+03,  0.99991 ,   -0.782 ,   60.002 ,   60.007 
485,  2022/04/04,12:07:02,291,  125.970 ,   19.841 ,  2.4961E+03,  2.4965E+03, -0.0438E+03,  0.99985 ,  126.076 ,   60.001 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.076 ,   19.935 ,  2.5106E+03,  2.5108E+03, -0.0335E+03,  0.99991 ,   -0.764 ,   60.002 ,   60.007 
486,  2022/04/04,12:07:02,791,  125.952 ,   19.845 ,  2.4963E+03,  2.4967E+03, -0.0419E+03,  0.99986 ,  126.084 ,   60.002 ,   60.007 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.084 ,   19.951 ,  2.5127E+03,  2.5130E+03, -0.0356E+03,  0.99990 ,   -0.812 ,   60.001 ,   60.007 
487,  2022/04/04,12:07:03,290,  125.981 ,   19.847 ,  2.4972E+03,  2.4975E+03, -0.0394E+03,  0.99988 ,  126.015 ,   60.001 ,   60.008 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.015 ,   19.960 ,  2.5126E+03,  2.5128E+03, -0.0326E+03,  0.99992 ,   -0.743 ,   60.002 ,   60.008 
488,  2022/04/04,12:07:03,792,  125.976 ,   19.846 ,  2.4969E+03,  2.4972E+03, -0.0440E+03,  0.99985 ,  126.037 ,   60.001 ,   60.009 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.037 ,   19.924 ,  2.5084E+03,  2.5087E+03, -0.0328E+03,  0.99991 ,   -0.749 ,   60.002 ,   60.012 
489,  2022/04/04,12:07:04,290,  126.013 ,   19.830 ,  2.4956E+03,  2.4959E+03, -0.0409E+03,  0.99987 ,  126.026 ,   60.002 ,   60.007 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.026 ,   19.928 ,  2.5087E+03,  2.5090E+03, -0.0348E+03,  0.99990 ,   -0.794 ,   60.002 ,   60.004 
490,  2022/04/04,12:07:04,791,  125.969 ,   19.848 ,  2.4969E+03,  2.4973E+03, -0.0421E+03,  0.99986 ,  126.047 ,   60.001 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.047 ,   19.933 ,  2.5098E+03,  2.5100E+03, -0.0340E+03,  0.99991 ,   -0.777 ,   60.001 ,   60.004 
491,  2022/04/04,12:07:05,291,  126.004 ,   19.836 ,  2.4962E+03,  2.4965E+03, -0.0428E+03,  0.99985 ,  125.976 ,   60.002 ,   60.005 ,NAN,NAN,NAN,NAN,NAN,NAN,  125.976 ,   19.913 ,  2.5058E+03,  2.5061E+03, -0.0352E+03,  0.99990 ,   -0.805 ,   60.000 ,   59.998 
492,  2022/04/04,12:07:05,791,  126.000 ,   19.834 ,  2.4959E+03,  2.4963E+03, -0.0433E+03,  0.99985 ,  126.007 ,   60.002 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.007 ,   19.928 ,  2.5084E+03,  2.5086E+03, -0.0351E+03,  0.99990 ,   -0.801 ,   60.002 ,   60.004 
493,  2022/04/04,12:07:06,291,  125.990 ,   19.830 ,  2.4951E+03,  2.4954E+03, -0.0398E+03,  0.99987 ,  126.038 ,   60.001 ,   60.003 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.038 ,   19.935 ,  2.5099E+03,  2.5102E+03, -0.0341E+03,  0.99991 ,   -0.778 ,   60.001 ,   60.008 
494,  2022/04/04,12:07:06,791,  125.955 ,   19.823 ,  2.4937E+03,  2.4940E+03, -0.0419E+03,  0.99986 ,  126.062 ,   60.002 ,   60.012 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.062 ,   19.919 ,  2.5083E+03,  2.5086E+03, -0.0331E+03,  0.99991 ,   -0.755 ,   60.002 ,   60.012 
495,  2022/04/04,12:07:07,291,  126.005 ,   19.806 ,  2.4924E+03,  2.4928E+03, -0.0432E+03,  0.99985 ,  125.971 ,   60.001 ,   59.999 ,NAN,NAN,NAN,NAN,NAN,NAN,  125.971 ,   19.921 ,  2.5068E+03,  2.5070E+03, -0.0333E+03,  0.99991 ,   -0.760 ,   60.004 ,   59.999 
496,  2022/04/04,12:07:07,791,  125.998 ,   19.840 ,  2.4965E+03,  2.4969E+03, -0.0441E+03,  0.99984 ,  126.011 ,   60.002 ,   60.009 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.011 ,   19.948 ,  2.5109E+03,  2.5111E+03, -0.0340E+03,  0.99991 ,   -0.775 ,   60.002 ,   60.000 
497,  2022/04/04,12:07:08,291,  126.018 ,   19.839 ,  2.4970E+03,  2.4973E+03, -0.0407E+03,  0.99987 ,  125.984 ,   60.001 ,   60.005 ,NAN,NAN,NAN,NAN,NAN,NAN,  125.984 ,   19.928 ,  2.5079E+03,  2.5081E+03, -0.0346E+03,  0.99990 ,   -0.791 ,   60.002 ,   60.004 
498,  2022/04/04,12:07:08,792,  125.952 ,   19.814 ,  2.4924E+03,  2.4928E+03, -0.0425E+03,  0.99985 ,  126.042 ,   60.001 ,   60.007 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.042 ,   19.939 ,  2.5103E+03,  2.5105E+03, -0.0343E+03,  0.99991 ,   -0.784 ,   60.002 ,   60.012 
499,  2022/04/04,12:07:09,292,  126.000 ,   19.831 ,  2.4955E+03,  2.4958E+03, -0.0410E+03,  0.99986 ,  125.980 ,   60.003 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  125.980 ,   19.919 ,  2.5066E+03,  2.5068E+03, -0.0340E+03,  0.99991 ,   -0.778 ,   60.001 ,   60.009 
500,  2022/04/04,12:07:09,792,  125.951 ,   19.848 ,  2.4967E+03,  2.4971E+03, -0.0438E+03,  0.99985 ,  126.033 ,   60.000 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.033 ,   19.943 ,  2.5107E+03,  2.5110E+03, -0.0351E+03,  0.99990 ,   -0.801 ,   60.003 ,   59.999 
501,  2022/04/04,12:07:10,291,  126.000 ,   19.828 ,  2.4952E+03,  2.4955E+03, -0.0422E+03,  0.99986 ,  125.995 ,   60.001 ,   60.003 ,NAN,NAN,NAN,NAN,NAN,NAN,  125.995 ,   19.927 ,  2.5079E+03,  2.5081E+03, -0.0351E+03,  0.99990 ,   -0.802 ,   60.000 ,   59.996 
502,  2022/04/04,12:07:10,791,  125.957 ,   19.825 ,  2.4941E+03,  2.4944E+03, -0.0422E+03,  0.99986 ,  126.033 ,   60.002 ,   60.007 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.033 ,   19.943 ,  2.5108E+03,  2.5110E+03, -0.0336E+03,  0.99991 ,   -0.767 ,   60.002 ,   60.009 
503,  2022/04/04,12:07:11,291,  125.982 ,   19.837 ,  2.4959E+03,  2.4962E+03, -0.0407E+03,  0.99987 ,  125.997 ,   60.001 ,   60.007 ,NAN,NAN,NAN,NAN,NAN,NAN,  125.997 ,   19.951 ,  2.5109E+03,  2.5111E+03, -0.0348E+03,  0.99990 ,   -0.794 ,   60.001 ,   60.009 
504,  2022/04/04,12:07:11,791,  125.984 ,   19.819 ,  2.4937E+03,  2.4940E+03, -0.0423E+03,  0.99986 ,  126.029 ,   60.002 ,   60.009 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.029 ,   19.915 ,  2.5071E+03,  2.5073E+03, -0.0342E+03,  0.99991 ,   -0.782 ,   60.001 ,   59.999 
505,  2022/04/04,12:07:12,291,  125.953 ,   19.844 ,  2.4962E+03,  2.4966E+03, -0.0432E+03,  0.99985 ,  126.017 ,   60.002 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.017 ,   19.939 ,  2.5098E+03,  2.5101E+03, -0.0351E+03,  0.99990 ,   -0.802 ,   60.003 ,   60.005 
506,  2022/04/04,12:07:12,791,  125.962 ,   19.843 ,  2.4963E+03,  2.4966E+03, -0.0421E+03,  0.99986 ,  126.024 ,   60.002 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.024 ,   19.930 ,  2.5090E+03,  2.5092E+03, -0.0354E+03,  0.99990 ,   -0.807 ,   60.000 ,   60.003 
507,  2022/04/04,12:07:13,290,  125.970 ,   19.827 ,  2.4944E+03,  2.4947E+03, -0.0410E+03,  0.99986 ,  126.000 ,   60.002 ,   60.003 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.000 ,   19.928 ,  2.5082E+03,  2.5084E+03, -0.0330E+03,  0.99991 ,   -0.754 ,   60.002 ,   60.007 
508,  2022/04/04,12:07:13,791,  126.009 ,   19.826 ,  2.4950E+03,  2.4954E+03, -0.0417E+03,  0.99986 ,  125.953 ,   60.001 ,   60.007 ,NAN,NAN,NAN,NAN,NAN,NAN,  125.953 ,   19.944 ,  2.5093E+03,  2.5095E+03, -0.0325E+03,  0.99992 ,   -0.743 ,   60.001 ,   60.008 
509,  2022/04/04,12:07:14,291,  125.990 ,   19.832 ,  2.4954E+03,  2.4957E+03, -0.0407E+03,  0.99987 ,  126.009 ,   60.002 ,   59.993 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.009 ,   19.942 ,  2.5103E+03,  2.5105E+03, -0.0336E+03,  0.99991 ,   -0.766 ,   60.001 ,   60.007 
510,  2022/04/04,12:07:14,791,  125.972 ,   19.821 ,  2.4934E+03,  2.4938E+03, -0.0424E+03,  0.99986 ,  126.038 ,   60.001 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.038 ,   19.939 ,  2.5102E+03,  2.5104E+03, -0.0368E+03,  0.99989 ,   -0.839 ,   60.003 ,   60.004 
511,  2022/04/04,12:07:15,291,  125.964 ,   19.823 ,  2.4938E+03,  2.4942E+03, -0.0416E+03,  0.99986 ,  126.018 ,   60.001 ,   60.004 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.018 ,   19.921 ,  2.5076E+03,  2.5079E+03, -0.0341E+03,  0.99991 ,   -0.778 ,   60.002 ,   59.999 
512,  2022/04/04,12:07:15,790,  126.008 ,   19.846 ,  2.4976E+03,  2.4979E+03, -0.0387E+03,  0.99988 ,  125.959 ,   60.002 ,   60.007 ,NAN,NAN,NAN,NAN,NAN,NAN,  125.959 ,   19.929 ,  2.5074E+03,  2.5077E+03, -0.0349E+03,  0.99990 ,   -0.798 ,   60.002 ,   59.996 
513,  2022/04/04,12:07:16,291,  125.954 ,   19.832 ,  2.4948E+03,  2.4951E+03, -0.0419E+03,  0.99986 ,  126.025 ,   60.001 ,   60.016 ,NAN,NAN,NAN,NAN,NAN,NAN,  126.025 ,   19.926 ,  2.5084E+03,  2.5086E+03, -0.0343E+03,  0.99991 ,   -0.784 ,   60.001 ,   60.000 
