Store No.,Date,Time,Millisecond,U-1-Total,I-1-Total,P-1-Total,S-1-Total,Q-1-Total,PF-1-Total,U-2-Total,FreqU-1-Total,FreqI-1-Total,Uppeak-1-Total,Umpeak-1-Total,Ippeak-1-Total,Impeak-1-Total,CfU-1-Total,CfI-1-Total,U-2-Total,I-2-Total,P-2-Total,S-2-Total,Q-2-Total,PF-2-Total,Phi-2-Total,FreqU-2-Total,FreqI-2-Total
307,  2022/04/04,12:05:32,786,130.53,9.712,1.27E+03,1.27E+03,-2.97E+01,0.99973,130.496,60.001,59.983,NAN,NAN,NAN,NAN,NAN,NAN,130.496,9.789,1.28E+03,1.28E+03,-2.57E+01,0.9998,-1.153,60.001,60.004
308,  2022/04/04,12:05:33,285,130.489,9.706,1.27E+03,1.27E+03,-2.84E+01,0.99975,130.549,60,60,NAN,NAN,NAN,NAN,NAN,NAN,130.549,9.775,1.27E+03,1.28E+03,-2.31E+01,0.99984,-1.037,60.001,60.004
309,  2022/04/04,12:05:33,784,130.488,9.689,1.26E+03,1.26E+03,-3.12E+01,0.9997,130.543,60.001,59.995,NAN,NAN,NAN,NAN,NAN,NAN,130.543,9.77,1.27E+03,1.27E+03,-2.48E+01,0.99981,-1.113,60.001,60.003
310,  2022/04/04,12:05:34,286,130.479,9.655,1.26E+03,1.26E+03,-3.01E+01,0.99971,130.532,60.001,60.004,NAN,NAN,NAN,NAN,NAN,NAN,130.532,9.732,1.27E+03,1.27E+03,-2.57E+01,0.99979,-1.161,59.999,59.995
311,  2022/04/04,12:05:34,785,130.516,9.696,1.26E+03,1.26E+03,-3.06E+01,0.99971,130.5,60,59.999,NAN,NAN,NAN,NAN,NAN,NAN,130.5,9.772,1.27E+03,1.27E+03,-2.47E+01,0.99981,-1.109,60.001,59.999
312,  2022/04/04,12:05:35,284,130.534,9.652,1.26E+03,1.26E+03,-3.07E+01,0.9997,130.501,60,59.983,NAN,NAN,NAN,NAN,NAN,NAN,130.501,9.731,1.27E+03,1.27E+03,-2.52E+01,0.9998,-1.138,60.001,59.987
313,  2022/04/04,12:05:35,786,130.5,9.644,1.26E+03,1.26E+03,-3.01E+01,0.99971,130.549,60.001,59.995,NAN,NAN,NAN,NAN,NAN,NAN,130.549,9.71,1.27E+03,1.27E+03,-2.30E+01,0.99983,-1.042,60,60.016
314,  2022/04/04,12:05:36,284,130.493,9.684,1.26E+03,1.26E+03,-2.95E+01,0.99973,130.565,60,59.979,NAN,NAN,NAN,NAN,NAN,NAN,130.565,9.759,1.27E+03,1.27E+03,-2.52E+01,0.9998,-1.136,60.001,59.996
315,  2022/04/04,12:05:36,785,130.482,9.712,1.27E+03,1.27E+03,-2.97E+01,0.99973,130.544,60.002,59.983,NAN,NAN,NAN,NAN,NAN,NAN,130.544,9.785,1.28E+03,1.28E+03,-2.56E+01,0.9998,-1.151,59.999,59.991
316,  2022/04/04,12:05:37,285,130.484,9.739,1.27E+03,1.27E+03,-3.19E+01,0.99968,130.575,60.001,59.995,NAN,NAN,NAN,NAN,NAN,NAN,130.575,9.826,1.28E+03,1.28E+03,-2.37E+01,0.99983,-1.06,59.999,59.995
317,  2022/04/04,12:05:37,785,130.497,9.766,1.27E+03,1.27E+03,-3.00E+01,0.99972,130.53,60,60.003,NAN,NAN,NAN,NAN,NAN,NAN,130.53,9.852,1.28E+03,1.28E+03,-2.48E+01,0.99981,-1.106,60.001,60.007
318,  2022/04/04,12:05:38,725,130.534,9.747,1.27E+03,1.27E+03,-3.01E+01,0.99972,130.501,59.999,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,130.501,9.811,1.28E+03,1.28E+03,-2.40E+01,0.99982,-1.075,60,59.974
319,  2022/04/04,12:05:39,227,133.866,0.759,9.34E+01,9.62E+01,-2.33E+01,0.97028,133.819,60.001,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.819,0.816,1.03E+02,1.04E+02,-1.99E+01,0.98176,-10.96,60,   Error 
320,  2022/04/04,12:05:39,724,133.867,0.757,9.39E+01,9.64E+01,-2.19E+01,0.97379,133.828,60.001,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.828,0.798,9.95E+01,1.01E+02,-1.83E+01,0.98351,-10.421,60.002,   Error 
321,  2022/04/04,12:05:40,225,133.831,0.758,9.36E+01,9.60E+01,-2.14E+01,0.97489,133.862,60,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.862,0.808,1.01E+02,1.03E+02,-1.77E+01,0.98507,-9.913,60,   Error 
322,  2022/04/04,12:05:40,725,133.852,0.767,9.45E+01,9.72E+01,-2.27E+01,0.97228,133.869,60.002,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.869,0.804,9.94E+01,1.01E+02,-1.96E+01,0.98108,-11.163,60.001,   Error 
323,  2022/04/04,12:05:41,224,133.836,0.747,9.20E+01,9.46E+01,-2.21E+01,0.97228,133.904,60.001,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.904,0.787,9.80E+01,9.96E+01,-1.82E+01,0.98325,-10.501,60.002,   Error 
324,  2022/04/04,12:05:41,725,133.868,0.755,9.31E+01,9.58E+01,-2.27E+01,0.9716,133.834,60,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.834,0.794,9.86E+01,1.00E+02,-1.71E+01,0.98535,-9.819,60,   Error 
325,  2022/04/04,12:05:42,223,133.863,0.758,9.33E+01,9.65E+01,-2.47E+01,0.9668,133.858,60.001,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.858,0.801,9.95E+01,1.01E+02,-1.80E+01,0.98405,-10.248,60.002,   Error 
326,  2022/04/04,12:05:42,724,133.838,0.76,9.36E+01,9.67E+01,-2.43E+01,0.96776,133.865,59.999,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.865,0.8,9.90E+01,1.01E+02,-1.98E+01,0.98061,-11.301,60,   Error 
327,  2022/04/04,12:05:43,224,133.871,0.758,9.37E+01,9.67E+01,-2.40E+01,0.96877,133.859,60.001,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.859,0.809,1.00E+02,1.02E+02,-2.00E+01,0.98068,-11.281,60.001,   Error 
328,  2022/04/04,12:05:43,723,133.878,0.757,9.29E+01,9.58E+01,-2.34E+01,0.96974,133.839,59.999,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.839,0.802,9.98E+01,1.02E+02,-2.06E+01,0.97942,-11.644,60.003,   Error 
329,  2022/04/04,12:05:44,224,133.846,0.766,9.47E+01,9.75E+01,-2.33E+01,0.971,133.891,60.001,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.891,0.801,9.93E+01,1.01E+02,-1.95E+01,0.98134,-11.086,60,   Error 
330,  2022/04/04,12:05:44,724,133.869,0.753,9.35E+01,9.61E+01,-2.21E+01,0.97329,133.836,60.001,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.836,0.815,1.02E+02,1.04E+02,-1.92E+01,0.98272,-10.666,60.001,   Error 
331,  2022/04/04,12:05:45,223,133.864,0.751,9.28E+01,9.53E+01,-2.18E+01,0.97359,133.855,60,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.855,0.798,9.91E+01,1.01E+02,-2.00E+01,0.98015,-11.434,60.002,   Error 
332,  2022/04/04,12:05:45,724,133.844,0.747,9.17E+01,9.48E+01,-2.40E+01,0.96751,133.861,60,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.861,0.789,9.84E+01,1.00E+02,-1.86E+01,0.98261,-10.702,60,   Error 
333,  2022/04/04,12:05:46,224,133.876,0.757,9.27E+01,9.60E+01,-2.52E+01,0.96505,133.825,60,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.825,0.801,9.92E+01,1.01E+02,-1.90E+01,0.9822,-10.827,60.002,   Error 
334,  2022/04/04,12:05:46,724,133.843,0.731,9.06E+01,9.32E+01,-2.20E+01,0.9717,133.9,60,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.9,0.805,9.99E+01,1.02E+02,-1.89E+01,0.98248,-10.741,60,   Error 
335,  2022/04/04,12:05:47,224,133.834,0.759,9.34E+01,9.67E+01,-2.52E+01,0.96553,133.884,60.002,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.884,0.798,9.90E+01,1.01E+02,-1.96E+01,0.98096,-11.198,60.002,   Error 
336,  2022/04/04,12:05:47,724,133.85,0.776,9.59E+01,9.85E+01,-2.24E+01,0.97379,133.857,59.999,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.857,0.809,1.01E+02,1.02E+02,-1.84E+01,0.98366,-10.373,60.001,   Error 
337,  2022/04/04,12:05:48,223,133.868,0.76,9.25E+01,9.57E+01,-2.44E+01,0.967,133.858,59.999,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.858,0.793,9.88E+01,1.00E+02,-1.76E+01,0.98455,-10.086,59.999,   Error 
338,  2022/04/04,12:05:48,724,133.844,0.768,9.44E+01,9.73E+01,-2.36E+01,0.97014,133.851,60.002,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.851,0.793,9.86E+01,1.00E+02,-1.87E+01,0.9824,-10.765,60.001,   Error 
339,  2022/04/04,12:05:49,226,133.829,0.756,9.32E+01,9.59E+01,-2.27E+01,0.97147,133.889,60.001,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.889,0.805,1.01E+02,1.02E+02,-1.96E+01,0.98149,-11.04,60,   Error 
340,  2022/04/04,12:05:49,724,133.876,0.763,9.46E+01,9.70E+01,-2.16E+01,0.97488,133.844,60.002,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.844,0.81,1.01E+02,1.03E+02,-2.04E+01,0.97992,-11.501,60.001,   Error 
341,  2022/04/04,12:05:50,223,133.851,0.761,9.35E+01,9.64E+01,-2.37E+01,0.96928,133.866,60.001,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.866,0.797,9.87E+01,1.01E+02,-2.15E+01,0.977,-12.313,60.002,   Error 
342,  2022/04/04,12:05:50,724,133.849,0.762,9.37E+01,9.64E+01,-2.23E+01,0.9728,133.828,60,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.828,0.806,1.00E+02,1.02E+02,-2.12E+01,0.9782,-11.987,60,   Error 
343,  2022/04/04,12:05:51,224,133.842,0.761,9.27E+01,9.61E+01,-2.54E+01,0.96445,133.89,59.999,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.89,0.804,1.00E+02,1.02E+02,-1.85E+01,0.98338,-10.46,60.002,   Error 
344,  2022/04/04,12:05:51,724,133.853,0.763,9.41E+01,9.71E+01,-2.42E+01,0.96843,133.837,60,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.837,0.817,1.02E+02,1.04E+02,-1.95E+01,0.98212,-10.85,60,   Error 
345,  2022/04/04,12:05:52,224,133.875,0.749,9.27E+01,9.54E+01,-2.23E+01,0.97229,133.838,60.001,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.838,0.797,9.83E+01,1.00E+02,-1.97E+01,0.9805,-11.335,60,   Error 
346,  2022/04/04,12:05:52,724,133.834,0.761,9.37E+01,9.66E+01,-2.35E+01,0.97003,133.898,60.001,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.898,0.812,1.01E+02,1.03E+02,-1.92E+01,0.9823,-10.796,60.001,   Error 
347,  2022/04/04,12:05:53,224,133.866,0.752,9.26E+01,9.56E+01,-2.37E+01,0.96866,133.847,59.999,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.847,0.806,1.00E+02,1.02E+02,-2.02E+01,0.98028,-11.398,60.001,   Error 
348,  2022/04/04,12:05:53,724,133.869,0.76,9.40E+01,9.66E+01,-2.25E+01,0.97257,133.834,60.002,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.834,0.797,9.94E+01,1.01E+02,-1.91E+01,0.98201,-10.885,60.002,   Error 
349,  2022/04/04,12:05:54,224,133.867,0.757,9.31E+01,9.62E+01,-2.42E+01,0.96787,133.839,60,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.839,0.816,1.01E+02,1.03E+02,-1.87E+01,0.98333,-10.478,60.002,   Error 
350,  2022/04/04,12:05:54,723,133.837,0.758,9.36E+01,9.65E+01,-2.35E+01,0.96991,133.905,60,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.905,0.79,9.87E+01,1.00E+02,-1.81E+01,0.98363,-10.381,59.999,   Error 
351,  2022/04/04,12:05:55,224,133.851,0.75,9.24E+01,9.52E+01,-2.31E+01,0.97003,133.841,60.001,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.841,0.81,1.01E+02,1.03E+02,-1.80E+01,0.98453,-10.09,60.001,   Error 
352,  2022/04/04,12:05:55,724,133.855,0.763,9.42E+01,9.66E+01,-2.16E+01,0.97462,133.827,60.001,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.827,0.795,9.91E+01,1.01E+02,-2.02E+01,0.97994,-11.496,59.999,   Error 
353,  2022/04/04,12:05:56,224,133.857,0.755,9.36E+01,9.63E+01,-2.24E+01,0.97264,133.841,60.002,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.841,0.814,1.01E+02,1.03E+02,-1.75E+01,0.98538,-9.808,60.001,   Error 
354,  2022/04/04,12:05:56,725,133.87,0.761,9.45E+01,9.70E+01,-2.18E+01,0.97439,133.862,60,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.862,0.789,9.83E+01,1.00E+02,-1.84E+01,0.98288,-10.619,60,   Error 
355,  2022/04/04,12:05:57,224,133.841,0.759,9.37E+01,9.68E+01,-2.43E+01,0.96784,133.906,60.002,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.906,0.804,9.99E+01,1.02E+02,-1.85E+01,0.98328,-10.491,60.001,   Error 
356,  2022/04/04,12:05:57,724,133.846,0.761,9.39E+01,9.66E+01,-2.27E+01,0.97188,133.869,59.999,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.869,0.795,9.89E+01,1.01E+02,-2.00E+01,0.98019,-11.424,60.001,   Error 
357,  2022/04/04,12:05:58,224,133.856,0.757,9.36E+01,9.64E+01,-2.32E+01,0.97058,133.829,59.999,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,133.829,0.811,1.01E+02,1.03E+02,-1.90E+01,0.98274,-10.66,60,   Error 
358,  2022/04/04,12:05:58,724,130.462,3.756,4.87E+02,4.88E+02,-2.98E+01,0.99813,130.463,60.002,   Error ,NAN,NAN,NAN,NAN,NAN,NAN,130.463,3.811,4.94E+02,4.95E+02,-2.60E+01,0.99862,-3.008,60.003,   Error 
359,  2022/04/04,12:05:59,288,130.397,5.301,6.89E+02,6.90E+02,-2.41E+01,0.99939,130.374,60.001,48.097,NAN,NAN,NAN,NAN,NAN,NAN,130.374,5.37,6.98E+02,6.98E+02,-1.87E+01,0.99964,-1.531,60.002,   Error 
360,  2022/04/04,12:05:59,791,130.4,6.368,8.29E+02,8.29E+02,-2.79E+01,0.99944,130.461,60.001,60.079,NAN,NAN,NAN,NAN,NAN,NAN,130.461,6.45,8.40E+02,8.40E+02,-1.90E+01,0.99974,-1.296,60.001,55.414
361,  2022/04/04,12:06:00,299,130.46,7.261,9.46E+02,9.46E+02,-2.64E+01,0.99961,130.419,60.001,60.033,NAN,NAN,NAN,NAN,NAN,NAN,130.419,7.324,9.54E+02,9.54E+02,-2.19E+01,0.99974,-1.314,60.001,60.049
362,  2022/04/04,12:06:00,791,130.468,7.923,1.03E+03,1.03E+03,-2.53E+01,0.9997,130.482,60,60.037,NAN,NAN,NAN,NAN,NAN,NAN,130.482,7.991,1.04E+03,1.04E+03,-2.18E+01,0.99978,-1.202,60.001,60.013
363,  2022/04/04,12:06:01,300,130.448,8.439,1.10E+03,1.10E+03,-2.81E+01,0.99967,130.522,60.001,59.999,NAN,NAN,NAN,NAN,NAN,NAN,130.522,8.515,1.11E+03,1.11E+03,-2.18E+01,0.99981,-1.127,60.001,59.995
364,  2022/04/04,12:06:01,799,130.489,8.831,1.15E+03,1.15E+03,-2.88E+01,0.99969,130.471,60.001,59.996,NAN,NAN,NAN,NAN,NAN,NAN,130.471,8.901,1.16E+03,1.16E+03,-2.34E+01,0.9998,-1.157,60.001,59.983
365,  2022/04/04,12:06:02,292,130.49,9.11,1.19E+03,1.19E+03,-3.13E+01,0.99965,130.53,60.001,59.991,NAN,NAN,NAN,NAN,NAN,NAN,130.53,9.161,1.19E+03,1.19E+03,-2.21E+01,0.99983,-1.06,60.001,59.995
366,  2022/04/04,12:06:02,800,130.508,9.284,1.21E+03,1.21E+03,-2.96E+01,0.9997,130.483,60.001,60.017,NAN,NAN,NAN,NAN,NAN,NAN,130.483,9.355,1.22E+03,1.22E+03,-2.37E+01,0.99981,-1.113,60.002,59.995
367,  2022/04/04,12:06:03,290,130.517,9.429,1.23E+03,1.23E+03,-2.87E+01,0.99973,130.495,60.001,60,NAN,NAN,NAN,NAN,NAN,NAN,130.495,9.501,1.24E+03,1.24E+03,-2.34E+01,0.99982,-1.082,60,59.99
368,  2022/04/04,12:06:03,791,130.5,9.482,1.24E+03,1.24E+03,-2.86E+01,0.99973,130.544,60.002,59.999,NAN,NAN,NAN,NAN,NAN,NAN,130.544,9.568,1.25E+03,1.25E+03,-2.37E+01,0.99982,-1.087,60.002,59.995
369,  2022/04/04,12:06:04,290,130.495,9.588,1.25E+03,1.25E+03,-2.88E+01,0.99973,130.555,60.001,59.991,NAN,NAN,NAN,NAN,NAN,NAN,130.555,9.656,1.26E+03,1.26E+03,-2.44E+01,0.99981,-1.109,60.001,59.975
370,  2022/04/04,12:06:04,791,130.483,9.627,1.25E+03,1.26E+03,-2.83E+01,0.99975,130.566,60.002,60.012,NAN,NAN,NAN,NAN,NAN,NAN,130.566,9.72,1.27E+03,1.27E+03,-2.43E+01,0.99982,-1.097,60.001,59.979
371,  2022/04/04,12:06:05,291,130.512,9.658,1.26E+03,1.26E+03,-3.05E+01,0.99971,130.529,59.999,60.004,NAN,NAN,NAN,NAN,NAN,NAN,130.529,9.734,1.27E+03,1.27E+03,-2.38E+01,0.99982,-1.072,60.001,60
372,  2022/04/04,12:06:05,791,130.485,9.71,1.27E+03,1.27E+03,-2.80E+01,0.99976,130.554,60.001,59.995,NAN,NAN,NAN,NAN,NAN,NAN,130.554,9.769,1.27E+03,1.27E+03,-2.35E+01,0.99983,-1.056,60,60.011
373,  2022/04/04,12:06:06,291,130.511,9.739,1.27E+03,1.27E+03,-3.06E+01,0.99971,130.536,60,60.003,NAN,NAN,NAN,NAN,NAN,NAN,130.536,9.818,1.28E+03,1.28E+03,-2.32E+01,0.99984,-1.037,60.001,59.996
374,  2022/04/04,12:06:06,791,130.514,9.734,1.27E+03,1.27E+03,-2.98E+01,0.99972,130.56,60.001,60.016,NAN,NAN,NAN,NAN,NAN,NAN,130.56,9.816,1.28E+03,1.28E+03,-2.32E+01,0.99984,-1.037,60,59.995
375,  2022/04/04,12:06:07,290,130.479,9.736,1.27E+03,1.27E+03,-3.07E+01,0.99971,130.559,60.001,60.008,NAN,NAN,NAN,NAN,NAN,NAN,130.559,9.811,1.28E+03,1.28E+03,-2.53E+01,0.9998,-1.135,60.001,59.993
376,  2022/04/04,12:06:07,792,130.517,9.755,1.27E+03,1.27E+03,-3.12E+01,0.9997,130.505,60,59.999,NAN,NAN,NAN,NAN,NAN,NAN,130.505,9.859,1.29E+03,1.29E+03,-2.50E+01,0.99981,-1.113,60.002,59.987
377,  2022/04/04,12:06:08,290,130.534,9.768,1.27E+03,1.27E+03,-3.20E+01,0.99969,130.497,60,59.979,NAN,NAN,NAN,NAN,NAN,NAN,130.497,9.843,1.28E+03,1.28E+03,-2.44E+01,0.99982,-1.09,60.001,59.994
378,  2022/04/04,12:06:08,791,130.521,9.783,1.28E+03,1.28E+03,-3.21E+01,0.99968,130.55,60.002,60.004,NAN,NAN,NAN,NAN,NAN,NAN,130.55,9.855,1.29E+03,1.29E+03,-2.39E+01,0.99983,-1.065,60.002,60.011
379,  2022/04/04,12:06:09,291,130.491,9.804,1.28E+03,1.28E+03,-3.12E+01,0.9997,130.553,60.001,59.999,NAN,NAN,NAN,NAN,NAN,NAN,130.553,9.902,1.29E+03,1.29E+03,-2.31E+01,0.99984,-1.026,60.002,59.995
380,  2022/04/04,12:06:09,792,130.526,9.79,1.28E+03,1.28E+03,-3.03E+01,0.99972,130.511,60.002,60.008,NAN,NAN,NAN,NAN,NAN,NAN,130.511,9.863,1.29E+03,1.29E+03,-2.28E+01,0.99984,-1.017,60.001,59.999
381,  2022/04/04,12:06:10,291,130.504,9.784,1.28E+03,1.28E+03,-2.94E+01,0.99973,130.565,60,60.008,NAN,NAN,NAN,NAN,NAN,NAN,130.565,9.87,1.29E+03,1.29E+03,-2.45E+01,0.99982,-1.091,60.002,60.001
382,  2022/04/04,12:06:10,792,130.494,9.822,1.28E+03,1.28E+03,-3.18E+01,0.99969,130.552,60.001,60.004,NAN,NAN,NAN,NAN,NAN,NAN,130.552,9.886,1.29E+03,1.29E+03,-2.40E+01,0.99983,-1.065,60.001,59.987
383,  2022/04/04,12:06:11,291,130.523,9.802,1.28E+03,1.28E+03,-2.97E+01,0.99973,130.549,60.002,59.979,NAN,NAN,NAN,NAN,NAN,NAN,130.549,9.897,1.29E+03,1.29E+03,-2.16E+01,0.99986,-0.957,59.999,59.987
384,  2022/04/04,12:06:11,792,130.498,9.784,1.28E+03,1.28E+03,-3.05E+01,0.99971,130.562,60,60.004,NAN,NAN,NAN,NAN,NAN,NAN,130.562,9.835,1.28E+03,1.28E+03,-2.32E+01,0.99984,-1.034,60.001,59.995
385,  2022/04/04,12:06:12,290,130.531,9.804,1.28E+03,1.28E+03,-3.12E+01,0.9997,130.496,60.001,60,NAN,NAN,NAN,NAN,NAN,NAN,130.496,9.885,1.29E+03,1.29E+03,-2.54E+01,0.99981,-1.129,60.002,59.987
386,  2022/04/04,12:06:12,790,130.517,9.789,1.28E+03,1.28E+03,-3.02E+01,0.99972,130.53,60.002,60,NAN,NAN,NAN,NAN,NAN,NAN,130.53,9.841,1.28E+03,1.28E+03,-2.34E+01,0.99983,-1.043,60.002,59.983
387,  2022/04/04,12:06:13,291,130.494,9.765,1.27E+03,1.27E+03,-3.10E+01,0.9997,130.582,60.001,60.007,NAN,NAN,NAN,NAN,NAN,NAN,130.582,9.839,1.28E+03,1.28E+03,-2.66E+01,0.99979,-1.188,60.001,59.991
388,  2022/04/04,12:06:13,790,130.482,9.776,1.27E+03,1.27E+03,-3.17E+01,0.99969,130.564,60.002,59.999,NAN,NAN,NAN,NAN,NAN,NAN,130.564,9.857,1.29E+03,1.29E+03,-2.39E+01,0.99983,-1.066,60.001,60.007
389,  2022/04/04,12:06:14,291,130.54,9.808,1.28E+03,1.28E+03,-2.99E+01,0.99973,130.494,60,60.003,NAN,NAN,NAN,NAN,NAN,NAN,130.494,9.863,1.29E+03,1.29E+03,-2.57E+01,0.9998,-1.146,60.001,59.996
390,  2022/04/04,12:06:14,791,130.508,9.811,1.28E+03,1.28E+03,-2.93E+01,0.99974,130.542,60.001,60.001,NAN,NAN,NAN,NAN,NAN,NAN,130.542,9.91,1.29E+03,1.29E+03,-2.59E+01,0.9998,-1.149,60,60.004
391,  2022/04/04,12:06:15,290,130.494,9.861,1.29E+03,1.29E+03,-2.80E+01,0.99976,130.544,60.002,60.012,NAN,NAN,NAN,NAN,NAN,NAN,130.544,9.921,1.29E+03,1.29E+03,-2.20E+01,0.99986,-0.973,60.001,59.982
392,  2022/04/04,12:06:15,792,130.48,9.859,1.29E+03,1.29E+03,-3.10E+01,0.99971,130.554,60.001,60.009,NAN,NAN,NAN,NAN,NAN,NAN,130.554,9.942,1.30E+03,1.30E+03,-2.54E+01,0.99981,-1.121,60,59.999
393,  2022/04/04,12:06:16,291,130.518,9.855,1.28E+03,1.29E+03,-2.91E+01,0.99974,130.508,60.002,60.003,NAN,NAN,NAN,NAN,NAN,NAN,130.508,9.924,1.29E+03,1.29E+03,-2.53E+01,0.99981,-1.118,60.001,59.987
394,  2022/04/04,12:06:16,790,130.539,9.823,1.28E+03,1.28E+03,-2.94E+01,0.99974,130.5,60.001,59.996,NAN,NAN,NAN,NAN,NAN,NAN,130.5,9.898,1.29E+03,1.29E+03,-2.57E+01,0.9998,-1.141,60.001,59.996
395,  2022/04/04,12:06:17,290,130.494,9.775,1.27E+03,1.27E+03,-2.83E+01,0.99975,130.569,60.001,60.004,NAN,NAN,NAN,NAN,NAN,NAN,130.569,9.842,1.28E+03,1.28E+03,-2.26E+01,0.99985,-1.007,60.001,60.017
396,  2022/04/04,12:06:17,790,130.486,9.774,1.27E+03,1.27E+03,-3.00E+01,0.99972,130.539,60.001,60.007,NAN,NAN,NAN,NAN,NAN,NAN,130.539,9.855,1.29E+03,1.29E+03,-2.72E+01,0.99978,-1.211,60.001,60.007
397,  2022/04/04,12:06:18,290,130.488,9.781,1.27E+03,1.28E+03,-2.99E+01,0.99972,130.552,60.001,60.017,NAN,NAN,NAN,NAN,NAN,NAN,130.552,9.849,1.28E+03,1.28E+03,-2.25E+01,0.99985,-1.003,60.002,60.012
398,  2022/04/04,12:06:18,791,129.913,9.903,1.29E+03,1.29E+03,-2.94E+01,0.99974,129.915,60.002,60.017,NAN,NAN,NAN,NAN,NAN,NAN,129.915,9.988,1.30E+03,1.30E+03,-2.34E+01,0.99984,-1.035,60.001,60.004
399,  2022/04/04,12:06:19,291,129.938,10.435,1.35E+03,1.35E+03,-3.17E+01,0.99973,129.951,60.002,60.025,NAN,NAN,NAN,NAN,NAN,NAN,129.951,10.522,1.37E+03,1.37E+03,-2.48E+01,0.99984,-1.039,60.001,60.009
400,  2022/04/04,12:06:19,790,129.948,10.841,1.41E+03,1.41E+03,-3.05E+01,0.99976,129.964,60.001,60.012,NAN,NAN,NAN,NAN,NAN,NAN,129.964,10.887,1.41E+03,1.41E+03,-2.48E+01,0.99985,-1.004,60.001,60
401,  2022/04/04,12:06:20,292,129.938,11.147,1.45E+03,1.45E+03,-2.84E+01,0.99981,130,60.002,60.024,NAN,NAN,NAN,NAN,NAN,NAN,130,11.226,1.46E+03,1.46E+03,-2.61E+01,0.99984,-1.026,60.001,60.017
402,  2022/04/04,12:06:20,791,129.972,11.417,1.48E+03,1.48E+03,-3.30E+01,0.99975,129.954,60,60.017,NAN,NAN,NAN,NAN,NAN,NAN,129.954,11.49,1.49E+03,1.49E+03,-2.39E+01,0.99987,-0.917,60.002,59.995
403,  2022/04/04,12:06:21,291,129.966,11.565,1.50E+03,1.50E+03,-3.12E+01,0.99978,129.976,60.001,60.009,NAN,NAN,NAN,NAN,NAN,NAN,129.976,11.649,1.51E+03,1.51E+03,-2.56E+01,0.99986,-0.968,60.001,59.996
404,  2022/04/04,12:06:21,791,129.944,11.685,1.52E+03,1.52E+03,-3.28E+01,0.99977,130.038,60.002,60.004,NAN,NAN,NAN,NAN,NAN,NAN,130.038,11.747,1.53E+03,1.53E+03,-2.66E+01,0.99985,-1,60.002,60.004
405,  2022/04/04,12:06:22,290,129.97,11.788,1.53E+03,1.53E+03,-3.15E+01,0.99979,129.987,60.001,60.004,NAN,NAN,NAN,NAN,NAN,NAN,129.987,11.868,1.54E+03,1.54E+03,-2.50E+01,0.99987,-0.929,60.001,60.007
406,  2022/04/04,12:06:22,791,129.943,11.836,1.54E+03,1.54E+03,-3.22E+01,0.99978,130.041,60.001,60.008,NAN,NAN,NAN,NAN,NAN,NAN,130.041,11.912,1.55E+03,1.55E+03,-2.66E+01,0.99985,-0.984,60.001,59.991
